text,answer,bullyingword
 my questions aren 039 t very interesting p no they are its keeping me entertained and if im keeping you entertained with my answers we are on to a winner ,no,n a
 my tv is brokennnn ahhhhh you can borrow mine if you like im watching the skins house party and its not that fantastic anyway welcome to mine ,no,n a
 naah but that would be awesome louise 039 s mixtape is what rosie made for me how cute and you wonder why i didnt ship lousie p,no,n a
 name 2 jobs you 039 d not like to do and why 1 clean anyone else s crap aka a maid lol 2 something that involved no creativity what so ever for example an office job or something sitting there doing the same thing day in day out just kill me ,no,n a
 name 3 of the best places you have ever been to ermmmm florida key west and los angeles ,no,n a
 name 3 of the best places you have ever been to ermmmm florida key west and los angeles ,no,none
 name 3 of the sexiest parts of a girl 039 s body so by parts you don t mean face okay so legs torso and neck ,no,n a
 name 3 of the sexiest parts of a girl 039 s body so by parts you don t mean face okay so legs torso and neck ,no,none
 name 3 things you couldn 039 t live without why phone because i need to be in contact with people even if its pretty crap most of the time car keys because i need to be getting around and money because you can t get very far without some dosh these days ,no,n a
 name 5 of the most important things in your life family friends security ie home car money career happiness and love ,no,n a
 name a movie or movies you can watch over and over hmmm okay it depends on my mood but any disney film the descent freaky friday new one moulin rouge loads but mainly happy feel good films ,no,n a
 name someone you can tell just about anything to you ,no,n a
 name the clothing store you shop at the most probably h amp m i love some of the stuff they get in there i do like unique things though so i tend to shop wherever and pull things together that work best for me i get comments on my clothing from time to time usually from my dad lol quot kelly wtf quot quot dad you live in jeans and a t shirt be a little bit creative quot lol i once wore my dressing gown to the skins house party its silk so it just looked like a jacket but still an original jacket lol,no,n a
