text,answer,bullyingword
 are you a squeamish person like around blood and guts and stuff im not to an extent i have never seen anything really squeamish in real life so i only have to base it on tv things i can watch most things but there are odd about 3 times in my life where i have actually had to look away a scene from pathology being one s saw 3 being another and the descent 2 being the last ,no,n a
 are you a task oriented person or a people oriented person i don t think i really understand that question o_o,no,n a
 are you a vegetarian im not no but i could quite easily give up meat i do agree with vegetarianism but because i still live with my family its difficult to live like it ,no,n a
 are you at all double jointed at all flexible not really no lol are you ,no,n a
 are you at all sarcastic i am very sarcastic i suppose it depends on who i am talking to because it bounces off more with different people but generally yeah definitely are you ,no,n a
 are you back from work i am indeed as of about 10 15 mins ago but twitter is over capacity and i can t tweet managed to get out a bit early does happy dance ,no,n a
 are you close to your family im close to certain members of my family yes i don t really get on too well with my dad or sister and i do have a pretty small family so at least that enables us to be a little closer ,no,n a
 are you close to your family im close to certain members of my family yes i don t really get on too well with my dad or sister and i do have a pretty small family so at least that enables us to be a little closer ,no,none
 are you disappointed that i didn 039 t share my maltesers chocolate with you actually i was eating a bag while i was tweeting earlier and i feel a tad sick so im rather pleased you didn t share p,none,n a
 are you disappointed that i didn 039 t share my maltesers chocolate with you actually i was eating a bag while i was tweeting earlier and i feel a tad sick so im rather pleased you didn t share p,no,n a
 are you from tennesee because you the only ten i see im 10 people lol rudddddddeeeee much p,no,none
 are you from tennesee because you the only ten i see im 10 people lol rudddddddeeeee much p,no,n a
 are you getting bored with me amp who ever else is on here kel maybeeeee a little ,no,n a
 are you gonna join the facebook group 039 shed 039 whats shed ,no,none
 are you gonna join the facebook group 039 shed 039 whats shed ,no,n a
 are you good at making new friends i think im pretty good at making friends yeah definitely but i m not great at making those really close friends you know i can make friends that i pass time with but i wouldn t consider them life changing or that special to me ,no,n a
 are you good at making people smile other than me of course i try to i don t know if i am but the approach i usually take in person is the stupid one lol i can be really really stupid if want to be not like slapstick i just make stupid comments that generally make people laugh so i hope so i think you re going to have to ask them but it is my intention unless im pissed off with them then they don t deserve to be smiling at me lol ,no,n a
 are you good with directions with taking or following im not great with either but im not the worst i usually end up lost wherever i go so im pretty much used to getting lost around bristol and sorting out my semi crisis lol ,no,n a
 are you good with your fingers im an artist i have to be ,no,n a
 are you good with your fingers im an artist i have to be ,yes,fingers
 are you gunna bang are you gunna bang doe whats up with that ,no,n a
 are you gunna bang are you gunna bang doe whats up with that ,no,none
 are you gunna bang doe no comment ,no,n a
 are you more like your mom or your dad probably my mum she is more sensitive and i think im a pretty sensitive person im like my dad too though in the sense he gets his mind on something and likes to stick to it ,no,n a
 are you more of a baker or a cook errrm isn t that the same thing well i would say a cook because i like to experiment a little i do like to bake deserts though hmmm ,no,n a
 are you more of a dessert or 039 real food 039 person like 039 real food 039 being dinner food or whatever hmmmm well it completely depends on how hungry i am if im hungry real food but i must admit i have a thing for sweet things xd cheesecake 333333 my love lol i think i prefer sweet things to savory yeah but only at a push ,no,n a
 are you old enough to vote in your country what is the voting age did you vote at the last election who are you going to vote for at the next election i have never really been that political i voted for the labour party in the local election last year and im pretty sure they won but again i don t really keep up on politics p,no,n a
 are you old enough to vote in your country what is the voting age did you vote at the last election who are you going to vote for at the next election i have never really been that political i voted for the labour party in the local election last year and im pretty sure they won but again i don t really keep up on politics p,no,none
 are you old fashioned in any way only traditional in the romantic sense p lol as in i believe people shouldn t get married unless terribly in love and not because of arranges or because of children etc and to treat your guy girl with respect and never let them down etc etc etc you know where im going with this lol ,no,n a
 are you old fashioned in any way only traditional in the romantic sense p lol as in i believe people shouldn t get married unless terribly in love and not because of arranges or because of children etc and to treat your guy girl with respect and never let them down etc etc etc you know where im going with this lol ,no,none
 are you ready for the most questions in a row ever p well maybe not ever but there 039 s going to be a lot im ready takes off gloves and adjusts seat ,no,n a
 are you saying that rosie knows what her sexuality is oh god i think i was saying that she doesn t ,yes,q are you saying that rosie knows what her sexuality is oh god
 are you saying that rosie knows what her sexuality is oh god i think i was saying that she doesn t ,no,n a
 are you the kind of friend that you would want to have as a friend i would like to think so yeah i would consider myself kind helpful and caring which are qualities that i look for in other people if i were making friends ,no,n a
 are you the type of person who would be the one to make the 039 first move 039 relationship wise crush wise it depends really if i wasn t sure how the other person felt then i would probably leave it until i know that they felt about me like that if i knew they did then i could potentially yes it all depends on the moment and things ,no,n a
 are you ticklish are you very ticklish or just kind of or not at all if so where are you most ticklish are you ticklish in other areas haha hmmm i am pretty ticklish yes p down the sides of my stomach i am very very very ticklish any soft movements there and i squirm haha im quite ticklish on my feet too and underarms but thats probably normal are you at all ,no,n a
 are you watching eastenders live i did yes but is it wrong if i was waiting for them to fuck up i really wanted them to forget a line or fall or laugh anything i was disappointed it didn t happen ,no,n a
 are you watching eastenders live i did yes but is it wrong if i was waiting for them to fuck up i really wanted them to forget a line or fall or laugh anything i was disappointed it didn t happen ,yes,waiting for them to fuck up
 are you watching pretty woman no my name is earl well not really watching but its on in the background my tv never leaves e4 no specific reason really i can never be assed to change the channel p,no,n a
 are you your own grandpa last time i checked i was all female ,no,n a
 aren 039 t you a funny one you only just noticed ,no,n a
 as long as you dont get chlamydia lol haha or anything else or pregnant or just plain whorish i stay away from that lifestyle i should preach in the non whorish lifestyle you want to join my preach lol,yes,asker may or may not be intimating that answerer is promiscuous 
 as long as you dont get chlamydia lol haha or anything else or pregnant or just plain whorish i stay away from that lifestyle i should preach in the non whorish lifestyle you want to join my preach lol,no,n a
 ask you anything i 039 ve been asking and had no reply do you know how that makes me feel 039 sorryyyyyyy i got dragged to watch a film s step brothers actually pretty funny i shall answer them all now 33333,no,none
 ask you anything i 039 ve been asking and had no reply do you know how that makes me feel 039 sorryyyyyyy i got dragged to watch a film s step brothers actually pretty funny i shall answer them all now 33333,none,n a
 at the same time a block of iron and an equally heavy iron sphere are released from the top of a slope assume that the friction between the slope has a negligible effect on the velocity of the block and the sphere which of the two will be down first the sphere ,no,n a
 at the same time a block of iron and an equally heavy iron sphere are released from the top of a slope assume that the friction between the slope has a negligible effect on the velocity of the block and the sphere which of the two will be down first the sphere ,no,none
